,ID,name,phone_number,address,shopimage_url,url,location_id
86,e710405,馬かばい 銀座有楽町店,050-3466-5835,〒100-0006 東京都千代田区有楽町2-1 インターナショナルアーケード1F,https://uds.gnst.jp/rest/img/5m31eyjc0000/t_004d.jpg,https://r.gnavi.co.jp/e710405/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
87,gara538,鍛冶屋 文蔵 有楽町店,050-3468-1318,〒100-0006 東京都千代田区有楽町2-1-11,https://uds.gnst.jp/rest/img/jpnyr4gt0000/t_0nhn.jpg,https://r.gnavi.co.jp/jpnyr4gt0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
88,6356463,いちにぃさん 日比谷店,03-3501-3123,〒100-0006 東京都千代田区有楽町1-6-4 千代田ビル2F,No image,http://r.gnavi.co.jp/ag9bjjmy0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
89,gak5854,全席個室 鮮や一夜 有楽町日比谷店,050-3464-5347,〒100-0006 東京都千代田区有楽町1-6-8 松井ビル4F,https://uds.gnst.jp/rest/img/2e7etu060000/t_0097.jpg,https://r.gnavi.co.jp/2e7etu060000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
90,gd4u667,鳥良商店 有楽町日比谷店,050-3467-1695,〒100-0006 東京都千代田区有楽町2-1-11,https://uds.gnst.jp/rest/img/1m7y2f9w0000/t_0nci.jpg,http://r.gnavi.co.jp/1m7y2f9w0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
91,5417496,天米有楽町店 ,03-3591-0926,〒100-0006 東京都千代田区有楽町2-1-10 ,No image,http://r.gnavi.co.jp/ntkn5uja0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
92,gak5841,全席個室 びすとろ家 有楽町日比谷店,050-3490-3975,〒100-0006 東京都千代田区有楽町1-6-8 松井ビル3F,https://uds.gnst.jp/rest/img/rf3ty4zp0000/t_005z.jpg,https://r.gnavi.co.jp/gak5841/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
93,gcrk364,焼鳥屋 鳥貴族 有楽町店,050-3477-2612,〒100-0006 東京都千代田区有楽町1-6-8 5F,https://uds.gnst.jp/rest/img/ef99kykn0000/t_0n93.jpg,https://r.gnavi.co.jp/ef99kykn0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
94,7086979,BRITISH PUB HUB 日比谷店,03-3592-0309,〒100-0006 東京都千代田区有楽町1-6-8 松井ビルB1,No image,http://r.gnavi.co.jp/ey60hg6h0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
95,g158652,KHANHのベトナムキッチン 銀座999 ,050-3469-5254,〒104-0061 東京都中央区銀座5-1 GINZA5 B1,https://uds.gnst.jp/rest/img/36uvtmrx0000/t_0043.jpg,https://r.gnavi.co.jp/g158652/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
96,6208502,鮨大前 ,03-3581-6641,〒100-0006 東京都千代田区有楽町2-1 ,No image,http://r.gnavi.co.jp/5c5ze3s30000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
97,gdp3101,「わたみん家」 有楽町日比谷口店,050-3466-0524,〒100-0006 東京都千代田区有楽町1-6-8 松井ビル2F,https://uds.gnst.jp/rest/img/90h9g76r0000/t_00ho.jpg,https://r.gnavi.co.jp/90h9g76r0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
98,5853462,珈琲館紅鹿舎 ,03-3502-0848,〒100-0006 東京都千代田区有楽町1-6-8 松井ビル1F,No image,http://r.gnavi.co.jp/k9wu9h2y0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
99,5027080,キャンベルタウン ロッホ ,03-3501-5305,〒100-0006 東京都千代田区有楽町1-6-8 松井ビルB1F,No image,http://r.gnavi.co.jp/gkcn3h220000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
